,title,year,genres,plot,cover_url,rating
146,Harry Potter and the Sorcerer's Stone,2001,"['Adventure', 'Family', 'Fantasy']","An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",https://m.media-amazon.com/images/M/MV5BNjQ3NWNlNmQtMTE5ZS00MDdmLTlkZjUtZTBlM2UxMGFiMTU3XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SY600.jpg,7.6
147,The Hobbit: The Desolation of Smaug,2013,"['Adventure', 'Fantasy']","The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_SY600.jpg,7.8
148,Captain America: Civil War,2016,"['Action', 'Adventure', 'Sci-Fi']",Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_SY600.jpg,7.8
149,Fargo,1996,"['Crime', 'Drama', 'Thriller']",Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY600.jpg,8.1
150,Shrek,2001,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY600.jpg,7.9
151,Star Trek,2009,"['Action', 'Adventure', 'Sci-Fi']",The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,https://m.media-amazon.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_SY600.jpg,8.0
152,Pirates of the Caribbean: At World's End,2007,"['Action', 'Adventure', 'Fantasy']","Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.","https://m.media-amazon.com/images/M/MV5BMjIyNjkxNzEyMl5BMl5BanBnXkFtZTYwMjc3MDE3._V1_SY150_CR0,0,101,150_.jpg@._V1_SY600.jpg",7.1
153,World War Z,2013,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']","Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.",https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY600.jpg,7.0
154,Spirited Away,2001,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Mystery']","During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",https://m.media-amazon.com/images/M/MV5BOGJjNzZmMmUtMjljNC00ZjU5LWJiODQtZmEzZTU0MjBlNzgxL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY600.jpg,8.6
155,Now You See Me,2013,"['Crime', 'Mystery', 'Thriller']","An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",https://m.media-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SY600.jpg,7.3
156,Sherlock Holmes,2009,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,https://m.media-amazon.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_SY600.jpg,7.6
157,Life Is Beautiful,1997,"['Comedy', 'Drama', 'Romance', 'War']","When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY600.jpg,8.6
158,Logan,2017,"['Action', 'Drama', 'Sci-Fi', 'Thriller']","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SY600.jpg,8.1
159,Apocalypse Now,1979,"['Drama', 'War']","During the Vietnam War, Captain Willard is sent on a dangerous mission into Cambodia to assassinate a renegade Colonel who has set himself up as a god among a local tribe.",https://m.media-amazon.com/images/M/MV5BZTNkZmU0ZWQtZjQzMy00YTNmLWFmN2MtZGNkMmU1OThmMGYwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY600.jpg,8.5
160,Edge of Tomorrow,2014,"['Action', 'Sci-Fi']","A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",https://m.media-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_SY600.jpg,7.9
161,Kingsman: The Secret Service,2014,"['Action', 'Adventure', 'Comedy', 'Thriller']","A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.",https://m.media-amazon.com/images/M/MV5BMTkxMjgwMDM4Ml5BMl5BanBnXkFtZTgwMTk3NTIwNDE@._V1_SY600.jpg,7.7
162,Twelve Monkeys,1995,"['Mystery', 'Sci-Fi', 'Thriller']","In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",https://m.media-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY600.jpg,8.0
163,Groundhog Day,1993,"['Comedy', 'Fantasy', 'Romance']",A weatherman finds himself inexplicably living the same day over and over again.,https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY600.jpg,8.0
164,Taken,2008,"['Action', 'Thriller']","A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",https://m.media-amazon.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_SY600.jpg,7.8
165,Casino Royale,2006,"['Action', 'Adventure', 'Thriller']","Armed with a license to kill, Secret Agent James Bond sets out on his first mission as 007, and must defeat a private banker to terrorists in a high stakes game of poker at Casino Royale, Montenegro, but things are not what they seem.",https://m.media-amazon.com/images/M/MV5BMDI5ZWJhOWItYTlhOC00YWNhLTlkNzctNDU5YTI1M2E1MWZhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY600.jpg,8.0
166,Prometheus,2012,"['Adventure', 'Mystery', 'Sci-Fi']","Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",https://m.media-amazon.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_SY600.jpg,7.0
167,2001: A Space Odyssey,1968,"['Adventure', 'Sci-Fi']","After discovering a mysterious artifact buried beneath the lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer HAL 9000.",https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY600.jpg,8.3
168,The Curious Case of Benjamin Button,2008,"['Drama', 'Fantasy', 'Romance']","Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",https://m.media-amazon.com/images/M/MV5BNjQ0NTY2ODY2M15BMl5BanBnXkFtZTgwMjE4MzkxMDE@._V1_SY600.jpg,7.8
169,Ted,2012,"['Comedy', 'Fantasy']","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",https://m.media-amazon.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SY600.jpg,6.9
170,Jurassic World,2015,"['Action', 'Adventure', 'Sci-Fi']","A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",https://m.media-amazon.com/images/M/MV5BNzQ3OTY4NjAtNzM5OS00N2ZhLWJlOWUtYzYwZjNmOWRiMzcyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY600.jpg,7.0
171,How I Met Your Mother,2005,"['Comedy', 'Romance']","A father recounts to his children, through a series of flashbacks, the journey he and his four best friends took leading up to him meeting their mother.",https://m.media-amazon.com/images/M/MV5BZWJjMDEzZjUtYWE1Yy00M2ZiLThlMmItODljNTAzODFiMzc2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY600.jpg,8.3
172,Argo,2012,"['Biography', 'Drama', 'Thriller']","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY600.jpg,7.7
173,X-Men,2000,"['Action', 'Adventure', 'Sci-Fi']","In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.",https://m.media-amazon.com/images/M/MV5BZmIyMDk5NGYtYjQ5NS00ZWQxLTg2YzQtZDk1ZmM4ZDBlN2E3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY600.jpg,7.4
174,Psycho,1960,"['Horror', 'Mystery', 'Thriller']","A Phoenix secretary embezzles forty thousand dollars from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY600.jpg,8.5
175,Life of Pi,2012,"['Adventure', 'Drama', 'Fantasy']","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_SY600.jpg,7.9
176,Inside Out,2015,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_SY600.jpg,8.2
177,Thor: The Dark World,2013,"['Action', 'Adventure', 'Fantasy']","When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves.",https://m.media-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SY600.jpg,7.0
178,Suicide Squad,2016,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,https://m.media-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_SY600.jpg,6.1
179,The Amazing Spider-Man,2012,"['Action', 'Adventure', 'Sci-Fi']","After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.",https://m.media-amazon.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_SY600.jpg,7.0
180,Into the Wild,2007,"['Adventure', 'Biography', 'Drama']","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_SY600.jpg,8.1
181,Heat,1995,"['Crime', 'Drama', 'Thriller']",A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,https://m.media-amazon.com/images/M/MV5BNDc0YTQ5NGEtM2NkYS00MWRhLThiNzAtNmY3NWU3YzNkMjIyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY600.jpg,8.2
182,Prisoners,2013,"['Crime', 'Drama', 'Mystery', 'Thriller']","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SY600.jpg,8.1
183,Drive,2011,"['Crime', 'Drama']",A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,https://m.media-amazon.com/images/M/MV5BZjY5ZjQyMjMtMmEwOC00Nzc2LTllYTItMmU2MzJjNTg1NjY0XkEyXkFqcGdeQXVyNjQ1MTMzMDQ@._V1_SY600.jpg,7.8
184,Birdman or (The Unexpected Virtue of Ignorance),2014,"['Comedy', 'Drama']","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",https://m.media-amazon.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_SY600.jpg,7.7
185,Frozen,2013,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","When the newly-crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",https://m.media-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SY600.jpg,7.5
186,Jaws,1975,"['Adventure', 'Drama', 'Thriller']","When a killer shark unleashes chaos on a beach resort, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY600.jpg,8.0
187,Arrival,2016,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",A linguist is recruited by the military to communicate with alien lifeforms after twelve mysterious spacecrafts land around the world.,"https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_SX101_CR0,0,101,150_.jpg@._V1_SY600.jpg",7.9
188,Looper,2012,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']","In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",https://m.media-amazon.com/images/M/MV5BMTg5NTA3NTg4NF5BMl5BanBnXkFtZTcwNTA0NDYzOA@@._V1_SY600.jpg,7.4
189,Spider-Man 2,2004,"['Action', 'Adventure', 'Sci-Fi']",Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,https://m.media-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY600.jpg,7.3
190,Kick-Ass,2010,"['Action', 'Comedy']","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",https://m.media-amazon.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_SY600.jpg,7.6
191,Independence Day,1996,"['Action', 'Adventure', 'Sci-Fi']","The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY600.jpg,7.0
192,Doctor Strange,2016,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",https://m.media-amazon.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_SY600.jpg,7.5
193,"Lock, Stock and Two Smoking Barrels",1998,"['Comedy', 'Crime']","A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY600.jpg,8.2
194,L.A. Confidential,1997,"['Crime', 'Drama', 'Mystery', 'Thriller']","As corruption grows in 1950s Los Angeles, three policemen -- one strait-laced, one brutal, and one sleazy -- investigate a series of murders with their own brand of justice.",https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY600.jpg,8.3
195,Limitless,2011,"['Mystery', 'Sci-Fi', 'Thriller']","With the help of a mysterious pill that enables the user to access one hundred percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers.",https://m.media-amazon.com/images/M/MV5BYmViZGM0MGItZTdiYi00ZDU4LWIxNDYtNTc1NWQ5Njc2N2YwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY600.jpg,7.4
196,Harry Potter and the Chamber of Secrets,2002,"['Adventure', 'Family', 'Fantasy', 'Mystery']",An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.,"https://m.media-amazon.com/images/M/MV5BMTcxODgwMDkxNV5BMl5BanBnXkFtZTYwMDk2MDg3._V1_SY150_CR0,0,101,150_.jpg@._V1_SY600.jpg",7.4
197,Harry Potter and the Prisoner of Azkaban,2004,"['Adventure', 'Family', 'Fantasy', 'Mystery']","It's Harry's third year at Hogwarts; not only does he have a new ""Defense Against the Dark Arts"" teacher, but there is also trouble brewing. Convicted murderer Sirius Black has escaped the Wizards' Prison and is coming after Harry.",https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_SY600.jpg,7.9
198,Black Panther,2018,"['Action', 'Adventure', 'Sci-Fi']","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_SY600.jpg,7.3
199,Harry Potter and the Goblet of Fire,2005,"['Adventure', 'Family', 'Fantasy', 'Mystery']","A young wizard finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_SY600.jpg,7.7
200,Ant-Man,2015,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SY600.jpg,7.3
201,Superbad,2007,['Comedy'],Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,https://m.media-amazon.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_SY600.jpg,7.6
202,X2: X-Men United,2003,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.","https://m.media-amazon.com/images/M/MV5BNDk0NjYxMzIzOF5BMl5BanBnXkFtZTYwMTc1MjU3._V1_SY150_CR0,0,101,150_.jpg@._V1_SY600.jpg",7.5
203,The Matrix Reloaded,2003,"['Action', 'Sci-Fi']","Following the events of The Matrix (1999), Neo and the rebel leaders estimate they have 72 hours until 250,000 probes discover Zion and destroy it and its inhabitants. Neo must decide how he can save Trinity from a dark fate in his dreams.",https://m.media-amazon.com/images/M/MV5BODE0MzZhZTgtYzkwYi00YmI5LThlZWYtOWRmNWE5ODk0NzMxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY600.jpg,7.2
204,21 Jump Street,2012,"['Action', 'Comedy', 'Crime']",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,https://m.media-amazon.com/images/M/MV5BMTc3NzQ3OTg3NF5BMl5BanBnXkFtZTcwMjk5OTcxNw@@._V1_SY600.jpg,7.2
205,Wonder Woman,2017,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'War']","When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",https://m.media-amazon.com/images/M/MV5BNDFmZjgyMTEtYTk5MC00NmY0LWJhZjktOWY2MzI5YjkzODNlXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SY600.jpg,7.5
206,The Bourne Identity,2002,"['Action', 'Mystery', 'Thriller']","A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY600.jpg,7.9
207,Men in Black,1997,"['Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.,https://m.media-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY600.jpg,7.3
208,Casablanca,1942,"['Drama', 'Romance', 'War']",A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.,https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SY600.jpg,8.5
209,Ocean's Eleven,2001,"['Crime', 'Thriller']",Danny Ocean and his eleven accomplices plan to rob three Las Vegas casinos simultaneously.,https://m.media-amazon.com/images/M/MV5BYzVmYzVkMmUtOGRhMi00MTNmLThlMmUtZTljYjlkMjNkMjJkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY600.jpg,7.8
210,Rise of the Planet of the Apes,2011,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,https://m.media-amazon.com/images/M/MV5BYzE3ZmNlZTctMDdmNy00MjMzLWFmZmYtN2M5N2YyYTQ1ZDJjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY600.jpg,7.6
211,The Notebook,2004,"['Drama', 'Romance']","A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.","https://m.media-amazon.com/images/M/MV5BMTk3OTM5Njg5M15BMl5BanBnXkFtZTYwMzA0ODI3._V1_SY150_CR0,0,101,150_.jpg@._V1_SY600.jpg",7.9
212,Rogue One: A Star Wars Story,2016,"['Action', 'Adventure', 'Sci-Fi']",The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.,https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_SY600.jpg,7.8
213,Cast Away,2000,"['Adventure', 'Drama', 'Romance']",A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SY600.jpg,7.8
214,Rocky,1976,"['Drama', 'Sport']",A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_SY600.jpg,8.1
215,Minority Report,2002,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']","In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",https://m.media-amazon.com/images/M/MV5BZTI3YzZjZjEtMDdjOC00OWVjLTk0YmYtYzI2MGMwZjFiMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY600.jpg,7.7
216,Shaun of the Dead,2004,"['Comedy', 'Horror']",A man's uneventful life is disrupted by the zombie apocalypse.,https://m.media-amazon.com/images/M/MV5BMTg5Mjk2NDMtZTk0Ny00YTQ0LWIzYWEtMWI5MGQ0Mjg1OTNkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY600.jpg,7.9
217,Toy Story 2,1999,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SY600.jpg,7.9
218,Juno,2007,"['Comedy', 'Drama']","Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.","https://m.media-amazon.com/images/M/MV5BMTIwMDgwODc5Nl5BMl5BanBnXkFtZTYwMjQzMDM4._V1_SX101_CR0,0,101,150_.jpg@._V1_SY600.jpg",7.5
